Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2020 01 14 16	0.029	91.93
2020 01 14 17	0.027	91.4
2020 01 14 18	0.027	90.68
2020 01 14 19	0.029	90.0
2020 01 14 20	0.034	90.0
2020 01 14 21	0.04	90.95
2020 01 14 22	0.044	90.85
2020 01 14 23	0.047	91.2
2020 01 15 00	0.043	91.75
2020 01 15 01	0.04	92.36
2020 01 15 02	0.035	92.67
2020 01 15 03	0.032	91.79
2020 01 15 04	0.029	91.95
2020 01 15 05	0.027	91.36
2020 01 15 06	0.029	90.64
2020 01 15 07	0.033	90.56
2020 01 15 08	0.04	90.93
2020 01 15 09	0.051	90.74
2020 01 15 10	0.064	91.49
2020 01 15 11	0.075	91.77
2020 01 15 12	0.08	92.6
2020 01 15 13	0.082	93.01
2020 01 15 14	0.079	93.35
2020 01 15 15	0.072	93.17
2020 01 15 16	0.059	93.51
2020 01 15 17	0.045	92.94
2020 01 15 18	0.032	91.73
2020 01 15 19	0.027	90.69
2020 01 15 20	0.024	90.0
2020 01 15 21	0.024	89.24
2020 01 15 22	0.029	88.72
2020 01 15 23	0.036	89.48
2020 01 16 00	0.043	90.87
2020 01 16 01	0.045	91.25
2020 01 16 02	0.043	91.75
2020 01 16 03	0.039	92.4
2020 01 16 04	0.034	91.09
2020 01 16 05	0.03	91.23
2020 01 16 06	0.029	90.64
2020 01 16 07	0.03	90.63
2020 01 16 08	0.031	90.0
2020 01 16 09	0.033	89.44
2020 01 16 10	0.035	89.47
2020 01 16 11	0.036	89.48
2020 01 16 12	0.034	90.0
2020 01 16 13	0.031	90.6
2020 01 16 14	0.027	91.36
2020 01 16 15	0.023	91.66
2020 01 16 16	0.017	92.25
2020 01 16 17	0.012	90.0
2020 01 16 18	0.011	88.32
2020 01 16 19	0.011	88.32
2020 01 16 20	0.014	87.34
2020 01 16 21	0.018	90.01
2020 01 16 22	0.024	90.0
2020 01 16 23	0.029	90.0
2020 01 17 00	0.031	90.61
2020 01 17 01	0.037	92.06
2020 01 17 02	0.043	92.64
2020 01 17 03	0.044	92.98
2020 01 17 04	0.039	93.42
2020 01 17 05	0.032	94.16
2020 01 17 06	0.029	92.63
2020 01 17 07	0.032	92.35
2020 01 17 08	0.037	92.53
2020 01 17 09	0.045	92.1
2020 01 17 10	0.053	91.42
2020 01 17 11	0.061	91.86
2020 01 17 12	0.068	91.94
2020 01 17 13	0.072	91.84
2020 01 17 14	0.074	92.06
2020 01 17 15	0.072	92.37
2020 01 17 16	0.069	92.46
2020 01 17 17	0.069	92.49
2020 01 17 18	0.07	92.44
2020 01 17 19	0.073	92.34
2020 01 17 20	0.075	92.01
2020 01 17 21	0.075	91.76
2020 01 17 22	0.074	91.54
2020 01 17 23	0.071	91.6
2020 01 18 00	0.068	91.68
2020 01 18 01	0.064	91.79
2020 01 18 02	0.059	92.24
2020 01 18 03	0.052	92.18
2020 01 18 04	0.043	92.64
2020 01 18 05	0.032	92.35
2020 01 18 06	0.022	92.56
2020 01 18 07	0.015	92.44
2020 01 18 08	0.014	88.7
2020 01 18 09	0.018	90.01
2020 01 18 10	0.023	89.2
2020 01 18 11	0.03	89.39
2020 01 18 12	0.037	90.52
2020 01 18 13	0.044	90.43
2020 01 18 14	0.053	91.07
2020 01 18 15	0.059	91.94
2020 01 18 16	0.06	92.54
2020 01 18 17	0.055	93.42
2020 01 18 18	0.05	93.02
2020 01 18 19	0.046	92.88
2020 01 18 20	0.046	92.88
2020 01 18 21	0.048	92.35
2020 01 18 22	0.051	92.23
2020 01 18 23	0.053	91.79
2020 01 19 00	0.054	91.75
2020 01 19 01	0.055	92.43
2020 01 19 02	0.053	91.78
2020 01 19 03	0.049	91.93
2020 01 19 04	0.041	92.77
2020 01 19 05	0.03	92.48
2020 01 19 06	0.018	94.23
2020 01 19 07	0.008	94.74
2020 01 19 08	0.001	251.7
2020 01 19 09	0.007	105.34
2020 01 19 10	0.013	274.18
2020 01 19 11	0.017	273.23
2020 01 19 12	0.02	273.68
2020 01 19 13	0.022	273.46
2020 01 19 14	0.022	273.41
2020 01 19 15	0.024	273.13
2020 01 19 16	0.028	272.04
2020 01 19 17	0.034	272.25
2020 01 19 18	0.042	271.82
2020 01 19 19	0.05	271.51
2020 01 19 20	0.058	272.28
2020 01 19 21	0.065	272.03
2020 01 19 22	0.07	272.18
2020 01 19 23	0.072	272.38
2020 01 20 00	0.073	272.35
2020 01 20 01	0.071	272.67
2020 01 20 02	0.067	272.81
2020 01 20 03	0.064	272.68
2020 01 20 04	0.061	272.78
2020 01 20 05	0.061	272.47
2020 01 20 06	0.063	272.12
2020 01 20 07	0.065	272.03
2020 01 20 08	0.066	272.0
2020 01 20 09	0.067	271.99
2020 01 20 10	0.066	272.29
2020 01 20 11	0.065	272.32
2020 01 20 12	0.063	272.69
2020 01 20 13	0.061	272.78
2020 01 20 14	0.058	272.96
2020 01 20 15	0.053	272.51
2020 01 20 16	0.048	272.74
2020 01 20 17	0.046	272.49
2020 01 20 18	0.046	272.07
2020 01 20 19	0.047	272.01
2020 01 20 20	0.05	271.91
2020 01 20 21	0.053	271.8
2020 01 20 22	0.054	271.74
2020 01 20 23	0.055	272.08
2020 01 21 00	0.054	272.47
2020 01 21 01	0.05	272.65
2020 01 21 02	0.045	273.36
2020 01 21 03	0.038	273.94
2020 01 21 04	0.032	272.97
2020 01 21 05	0.026	272.89
2020 01 21 06	0.023	273.22
2020 01 21 07	0.024	272.38
2020 01 21 08	0.027	271.38
2020 01 21 09	0.033	271.13
2020 01 21 10	0.04	271.91
2020 01 21 11	0.045	272.09
2020 01 21 12	0.049	272.3
2020 01 21 13	0.05	272.63
2020 01 21 14	0.049	272.72
2020 01 21 15	0.043	273.54
2020 01 21 16	0.035	274.31
2020 01 21 17	0.025	274.44
2020 01 21 18	0.017	275.59
2020 01 21 19	0.01	273.68
2020 01 21 20	0.006	272.72
2020 01 21 21	0.005	279.69
2020 01 21 22	0.005	271.78
2020 01 21 23	0.007	272.48
2020 01 22 00	0.007	272.38
2020 01 22 01	0.011	273.35
2020 01 22 02	0.015	276.33
2020 01 22 03	0.018	276.33
2020 01 22 04	0.018	276.1
2020 01 22 05	0.018	275.19
2020 01 22 06	0.019	274.83
2020 01 22 07	0.021	273.57
2020 01 22 08	0.025	272.97
2020 01 22 09	0.029	271.93
2020 01 22 10	0.032	271.79
2020 01 22 11	0.034	273.3
2020 01 22 12	0.036	273.18
2020 01 22 13	0.036	273.7
2020 01 22 14	0.033	274.61
2020 01 22 15	0.027	274.87
2020 01 22 16	0.019	276.87
2020 01 22 17	0.01	282.32
2020 01 22 18	0.002	296.6
2020 01 22 19	0.003	79.77
2020 01 22 20	0.008	87.8
2020 01 22 21	0.01	93.57
2020 01 22 22	0.008	97.11
2020 01 22 23	0.004	94.72
2020 01 23 00	0.001	254.75
2020 01 23 01	0.006	263.14
2020 01 23 02	0.01	271.78
2020 01 23 03	0.013	275.7
2020 01 23 04	0.014	276.62
2020 01 23 05	0.013	276.94
2020 01 23 06	0.011	278.12
2020 01 23 07	0.011	276.7
2020 01 23 08	0.014	273.99
2020 01 23 09	0.02	272.86
2020 01 23 10	0.027	271.41
2020 01 23 11	0.034	271.12
2020 01 23 12	0.04	271.88
2020 01 23 13	0.045	272.09
2020 01 23 14	0.047	272.84
2020 01 23 15	0.043	273.54
2020 01 23 16	0.033	275.08
2020 01 23 17	0.02	276.64
2020 01 23 18	0.004	294.41
2020 01 23 19	0.008	80.95
2020 01 23 20	0.014	90.01
2020 01 23 21	0.013	91.4
2020 01 23 22	0.01	93.81
2020 01 23 23	0.007	90.0
2020 01 24 00	0.005	90.0
2020 01 24 01	0.005	90.0
2020 01 24 02	0.007	87.52
2020 01 24 03	0.011	91.64
2020 01 24 04	0.017	91.08
2020 01 24 05	0.025	90.75
2020 01 24 06	0.032	91.76
2020 01 24 07	0.038	91.97
2020 01 24 08	0.042	92.23
2020 01 24 09	0.042	92.72
2020 01 24 10	0.038	93.48
2020 01 24 11	0.031	94.91
2020 01 24 12	0.023	94.02
2020 01 24 13	0.017	94.39
2020 01 24 14	0.014	94.08
2020 01 24 15	0.013	90.0
2020 01 24 16	0.016	91.15
2020 01 24 17	0.022	90.01
2020 01 24 18	0.032	90.0
2020 01 24 19	0.044	91.28
2020 01 24 20	0.055	91.37
2020 01 24 21	0.061	92.18
2020 01 24 22	0.06	92.53
2020 01 24 23	0.056	93.04
2020 01 25 00	0.052	92.56
2020 01 25 01	0.046	92.45
2020 01 25 02	0.043	92.2
2020 01 25 03	0.04	92.34
2020 01 25 04	0.04	91.88
2020 01 25 05	0.042	91.34
2020 01 25 06	0.047	91.2
2020 01 25 07	0.054	91.4
2020 01 25 08	0.061	92.19
2020 01 25 09	0.065	92.64
2020 01 25 10	0.065	93.22
2020 01 25 11	0.061	93.74
2020 01 25 12	0.054	94.58
2020 01 25 13	0.048	93.93
2020 01 25 14	0.045	93.78
2020 01 25 15	0.044	93.41
2020 01 25 16	0.047	92.8
2020 01 25 17	0.052	92.2
2020 01 25 18	0.058	92.3
2020 01 25 19	0.064	92.06
2020 01 25 20	0.073	92.08
2020 01 25 21	0.078	92.92
2020 01 25 22	0.081	93.06
2020 01 25 23	0.078	93.42
2020 01 26 00	0.07	92.99
2020 01 26 01	0.062	93.38
2020 01 26 02	0.054	93.48
2020 01 26 03	0.049	92.32
2020 01 26 04	0.046	92.06
2020 01 26 05	0.045	91.67
2020 01 26 06	0.048	91.17
2020 01 26 07	0.054	91.05
2020 01 26 08	0.06	91.89
2020 01 26 09	0.066	92.3
2020 01 26 10	0.068	92.52
2020 01 26 11	0.066	93.17
2020 01 26 12	0.059	93.83
2020 01 26 13	0.049	93.83
2020 01 26 14	0.037	94.11
2020 01 26 15	0.022	93.41
2020 01 26 16	0.009	90.0
2020 01 26 17	0.004	81.88
2020 01 26 18	0.004	74.08
2020 01 26 19	0.015	83.68
2020 01 26 20	0.031	88.8
2020 01 26 21	0.046	90.42
2020 01 26 22	0.052	91.09
2020 01 26 23	0.053	91.8
2020 01 27 00	0.049	91.93
2020 01 27 01	0.043	92.62
2020 01 27 02	0.037	92.55
2020 01 27 03	0.031	91.8
2020 01 27 04	0.027	91.4
2020 01 27 05	0.026	91.45
2020 01 27 06	0.027	90.7
2020 01 27 07	0.031	90.61
2020 01 27 08	0.037	91.54
2020 01 27 09	0.043	91.31
2020 01 27 10	0.048	91.58
2020 01 27 11	0.05	92.26
2020 01 27 12	0.05	92.63
2020 01 27 13	0.047	92.8
2020 01 27 14	0.043	92.62
2020 01 27 15	0.04	92.86
2020 01 27 16	0.037	92.55
2020 01 27 17	0.037	92.06
2020 01 27 18	0.039	91.46
2020 01 27 19	0.044	91.29
2020 01 27 20	0.049	91.15
2020 01 27 21	0.057	91.66
2020 01 27 22	0.068	92.24
2020 01 27 23	0.069	92.76
2020 01 28 00	0.066	93.16
2020 01 28 01	0.063	93.29
2020 01 28 02	0.061	93.74
2020 01 28 03	0.058	93.59
2020 01 28 04	0.056	93.36
2020 01 28 05	0.056	93.03
2020 01 28 06	0.059	92.58
2020 01 28 07	0.064	92.09
2020 01 28 08	0.07	91.91
2020 01 28 09	0.077	91.73
2020 01 28 10	0.083	92.07
2020 01 28 11	0.087	92.17
2020 01 28 12	0.088	92.37
2020 01 28 13	0.086	92.42
2020 01 28 14	0.083	92.74
2020 01 28 15	0.08	92.86
2020 01 28 16	0.078	92.18
2020 01 28 17	0.079	92.17
2020 01 28 18	0.081	92.12
2020 01 28 19	0.083	92.3
2020 01 28 20	0.085	92.23
2020 01 28 21	0.088	91.94
2020 01 28 22	0.091	92.1
2020 01 28 23	0.093	92.25
2020 01 29 00	0.084	92.49
2020 01 29 01	0.082	92.56
2020 01 29 02	0.078	92.2
2020 01 29 03	0.073	92.35
2020 01 29 04	0.068	92.23
2020 01 29 05	0.065	92.05
2020 01 29 06	0.062	92.14
2020 01 29 07	0.059	91.29
2020 01 29 08	0.054	91.05
2020 01 29 09	0.049	91.15
2020 01 29 10	0.044	91.28
2020 01 29 11	0.041	91.86
2020 01 29 12	0.036	91.57
2020 01 29 13	0.029	91.93
2020 01 29 14	0.023	91.64
2020 01 29 15	0.019	90.97
2020 01 29 16	0.019	90.01
2020 01 29 17	0.023	89.19
2020 01 29 18	0.028	89.35
2020 01 29 19	0.036	88.94
2020 01 29 20	0.044	90.43
2020 01 29 21	0.052	90.37
2020 01 29 22	0.057	91.0
2020 01 29 23	0.059	91.94
2020 01 30 00	0.058	92.28
2020 01 30 01	0.056	92.71
2020 01 30 02	0.052	92.55
2020 01 30 03	0.046	92.86
2020 01 30 04	0.04	93.33
2020 01 30 05	0.034	93.33
2020 01 30 06	0.03	91.9
2020 01 30 07	0.027	91.4
2020 01 30 08	0.027	91.38
2020 01 30 09	0.03	90.62
2020 01 30 10	0.035	90.54
2020 01 30 11	0.041	91.85
2020 01 30 12	0.047	92.03
2020 01 30 13	0.05	92.29
2020 01 30 14	0.049	92.68
2020 01 30 15	0.047	92.8
2020 01 30 16	0.044	92.98
2020 01 30 17	0.042	92.72
2020 01 30 18	0.041	92.77
2020 01 30 19	0.041	92.29
2020 01 30 20	0.045	92.12
2020 01 30 21	0.05	91.91
2020 01 30 22	0.056	92.69
2020 01 30 23	0.063	92.69
2020 01 31 00	0.067	92.83
2020 01 31 01	0.068	93.05
2020 01 31 02	0.067	93.09
2020 01 31 03	0.062	93.34
2020 01 31 04	0.054	93.88
2020 01 31 05	0.043	93.54
2020 01 31 06	0.031	92.4
2020 01 31 07	0.023	92.49
2020 01 31 08	0.016	91.18
2020 01 31 09	0.013	87.28
2020 01 31 10	0.012	85.49
2020 01 31 11	0.012	85.25
2020 01 31 12	0.011	85.11
2020 01 31 13	0.013	85.61
2020 01 31 14	0.015	88.8
2020 01 31 15	0.02	89.09
2020 01 31 16	0.025	88.52
2020 01 31 17	0.03	88.76
2020 01 31 18	0.036	88.94
2020 01 31 19	0.038	90.01
2020 01 31 20	0.04	90.01
2020 01 31 21	0.04	90.47
2020 01 31 22	0.043	90.44
2020 01 31 23	0.046	90.41
2020 02 01 00	0.05	90.76
2020 02 01 01	0.054	91.05
2020 02 01 02	0.057	92.33
2020 02 01 03	0.058	92.61
2020 02 01 04	0.056	93.36
2020 02 01 05	0.053	93.21
2020 02 01 06	0.047	93.59
2020 02 01 07	0.039	94.35
2020 02 01 08	0.029	93.85
2020 02 01 09	0.019	94.01
2020 02 01 10	0.013	91.39
2020 02 01 11	0.01	88.21
2020 02 01 12	0.006	84.0
2020 02 01 13	0.001	52.95
2020 02 01 14	0.001	44.76
2020 02 01 15	0.001	340.92
2020 02 01 16	0.003	288.31
2020 02 01 17	0.004	282.03
2020 02 01 18	0.008	281.74
2020 02 01 19	0.009	282.49
2020 02 01 20	0.005	283.18
2020 02 01 21	0.001	338.07
2020 02 01 22	0.004	67.46
2020 02 01 23	0.008	78.27
2020 02 02 00	0.012	82.12
2020 02 02 01	0.018	87.9
2020 02 02 02	0.024	89.23
2020 02 02 03	0.031	89.4
2020 02 02 04	0.036	91.05
2020 02 02 05	0.04	91.42
2020 02 02 06	0.041	91.83
2020 02 02 07	0.041	91.86
2020 02 02 08	0.037	92.55
2020 02 02 09	0.03	91.86
2020 02 02 10	0.023	92.41
2020 02 02 11	0.015	93.73
2020 02 02 12	0.005	93.8
2020 02 02 13	0.002	112.75
2020 02 02 14	0.005	273.55
2020 02 02 15	0.004	278.68
2020 02 02 16	0.0	359.28
2020 02 02 17	0.005	78.71
2020 02 02 18	0.011	85.11
2020 02 02 19	0.018	89.01
2020 02 02 20	0.026	89.29
2020 02 02 21	0.034	89.45
2020 02 02 22	0.04	90.95
2020 02 02 23	0.046	91.24
2020 02 03 00	0.05	91.52
2020 02 03 01	0.049	91.92
2020 02 03 02	0.046	92.48
2020 02 03 03	0.038	93.45
2020 02 03 04	0.028	94.07
2020 02 03 05	0.015	96.19
2020 02 03 06	0.003	100.29
2020 02 03 07	0.003	264.84
2020 02 03 08	0.005	273.55
2020 02 03 09	0.001	296.21
2020 02 03 10	0.008	82.89
2020 02 03 11	0.021	88.19
2020 02 03 12	0.036	88.94
2020 02 03 13	0.051	90.38
2020 02 03 14	0.064	91.19
2020 02 03 15	0.074	91.55
2020 02 03 16	0.081	92.35
2020 02 03 17	0.082	92.77
2020 02 03 18	0.081	93.28
2020 02 03 19	0.075	93.81
2020 02 03 20	0.065	93.77
2020 02 03 21	0.053	94.25
2020 02 03 22	0.045	93.8
2020 02 03 23	0.042	93.15
2020 02 04 00	0.044	92.6
2020 02 04 01	0.05	91.91
2020 02 04 02	0.056	92.36
2020 02 04 03	0.064	92.37
2020 02 04 04	0.069	92.46
2020 02 04 05	0.073	92.59
2020 02 04 06	0.075	92.54
2020 02 04 07	0.073	92.87
2020 02 04 08	0.066	93.14
2020 02 04 09	0.057	93.67
2020 02 04 10	0.043	93.49
2020 02 04 11	0.032	92.97
2020 02 04 12	0.023	92.49
2020 02 04 13	0.019	91.98
2020 02 04 14	0.018	91.05
2020 02 04 15	0.019	90.97
2020 02 04 16	0.02	90.94
2020 02 04 17	0.02	90.91
2020 02 04 18	0.019	91.94
2020 02 04 19	0.017	92.16
2020 02 04 20	0.015	91.25
2020 02 04 21	0.014	87.34
2020 02 04 22	0.014	87.28
2020 02 04 23	0.014	86.11
2020 02 05 00	0.011	83.11
2020 02 05 01	0.013	84.44
2020 02 05 02	0.016	87.63
2020 02 05 03	0.017	87.77
2020 02 05 04	0.016	87.68
2020 02 05 05	0.014	86.02
2020 02 05 06	0.009	85.77
2020 02 05 07	0.0	26.27
2020 02 05 08	0.015	275.07
2020 02 05 09	0.028	272.72
2020 02 05 10	0.039	273.36
2020 02 05 11	0.046	273.31
2020 02 05 12	0.049	274.21
2020 02 05 13	0.05	274.19
2020 02 05 14	0.049	273.85
2020 02 05 15	0.047	273.99
2020 02 05 16	0.045	273.75
2020 02 05 17	0.045	273.38
2020 02 05 18	0.046	273.31
2020 02 05 19	0.048	272.76
2020 02 05 20	0.052	272.56
2020 02 05 21	0.056	273.03
2020 02 05 22	0.061	272.81
2020 02 05 23	0.065	272.62
2020 02 06 00	0.067	272.83
2020 02 06 01	0.063	273.29
2020 02 06 02	0.054	273.88
2020 02 06 03	0.039	274.39
2020 02 06 04	0.019	276.75
2020 02 06 05	0.002	60.51
2020 02 06 06	0.019	90.01
2020 02 06 07	0.028	92.66
2020 02 06 08	0.032	93.5
2020 02 06 09	0.031	94.29
2020 02 06 10	0.024	93.85
2020 02 06 11	0.016	95.81
2020 02 06 12	0.008	101.27
2020 02 06 13	0.002	103.93
2020 02 06 14	0.0	133.95
2020 02 06 15	0.001	90.0
2020 02 06 16	0.004	85.27
2020 02 06 17	0.007	87.52
2020 02 06 18	0.008	90.02
2020 02 06 19	0.008	90.02
2020 02 06 20	0.006	83.7
2020 02 06 21	0.002	74.21
2020 02 06 22	0.0	1.06
2020 02 06 23	0.003	286.67
2020 02 07 00	0.004	284.0
2020 02 07 01	0.002	308.65
2020 02 07 02	0.004	72.98
2020 02 07 03	0.013	84.17
2020 02 07 04	0.021	88.22
2020 02 07 05	0.028	89.34
2020 02 07 06	0.032	91.17
2020 02 07 07	0.034	92.24
2020 02 07 08	0.033	93.46
2020 02 07 09	0.029	94.59
2020 02 07 10	0.021	94.45
2020 02 07 11	0.011	98.59
2020 02 07 12	0.002	105.86
2020 02 07 13	0.003	265.13
2020 02 07 14	0.005	273.55
2020 02 07 15	0.003	286.62
2020 02 07 16	0.001	36.86
2020 02 07 17	0.005	71.62
2020 02 07 18	0.007	77.78
2020 02 07 19	0.007	80.17
2020 02 07 20	0.006	81.5
2020 02 07 21	0.006	84.01
2020 02 07 22	0.004	81.28
2020 02 07 23	0.002	74.1
2020 02 08 00	0.001	63.5
2020 02 08 01	0.006	81.06
2020 02 08 02	0.014	90.01
2020 02 08 03	0.023	90.01
2020 02 08 04	0.033	90.57
2020 02 08 05	0.037	92.03
2020 02 08 06	0.04	91.88
2020 02 08 07	0.046	92.06
2020 02 08 08	0.049	92.68
2020 02 08 09	0.049	93.11
2020 02 08 10	0.043	93.51
2020 02 08 11	0.036	94.19
2020 02 08 12	0.027	93.44
2020 02 08 13	0.021	93.62
2020 02 08 14	0.017	92.2
2020 02 08 15	0.018	91.05
2020 02 08 16	0.022	90.01
2020 02 08 17	0.029	90.0
2020 02 08 18	0.037	91.02
2020 02 08 19	0.038	91.5
2020 02 08 20	0.029	91.29
2020 02 08 21	0.02	93.68
2020 02 08 22	0.014	95.3
2020 02 08 23	0.013	95.85
2020 02 09 00	0.018	93.17
2020 02 09 01	0.024	92.38
2020 02 09 02	0.03	91.24
2020 02 09 03	0.037	91.52
2020 02 09 04	0.043	91.32
2020 02 09 05	0.047	91.21
2020 02 09 06	0.052	91.09
2020 02 09 07	0.057	92.0
2020 02 09 08	0.056	92.36
2020 02 09 09	0.052	92.91
2020 02 09 10	0.044	92.56
2020 02 09 11	0.034	93.3
2020 02 09 12	0.026	92.93
2020 02 09 13	0.018	93.06
2020 02 09 14	0.016	91.2
2020 02 09 15	0.016	90.01
2020 02 09 16	0.019	90.01
2020 02 09 17	0.025	89.24
2020 02 09 18	0.031	89.39
2020 02 09 19	0.036	91.06
2020 02 09 20	0.04	91.43
2020 02 09 21	0.041	91.86
2020 02 09 22	0.041	92.74
2020 02 09 23	0.04	93.28
2020 02 10 00	0.036	94.15
2020 02 10 01	0.03	94.44
2020 02 10 02	0.022	93.41
2020 02 10 03	0.017	92.2
2020 02 10 04	0.014	90.01
2020 02 10 05	0.014	86.02
2020 02 10 06	0.015	85.15
2020 02 10 07	0.022	87.41
2020 02 10 08	0.03	88.76
2020 02 10 09	0.039	90.98
2020 02 10 10	0.042	91.82
2020 02 10 11	0.04	92.81
2020 02 10 12	0.036	93.67
2020 02 10 13	0.032	94.12
2020 02 10 14	0.029	93.28
2020 02 10 15	0.028	92.69
2020 02 10 16	0.034	91.66
2020 02 10 17	0.044	91.72
2020 02 10 18	0.056	91.35
2020 02 10 19	0.067	91.98
2020 02 10 20	0.078	92.43
2020 02 10 21	0.084	92.71
2020 02 10 22	0.088	93.02
2020 02 10 23	0.087	93.49
2020 02 11 00	0.081	93.98
2020 02 11 01	0.074	94.35
2020 02 11 02	0.067	93.69
2020 02 11 03	0.062	93.36
2020 02 11 04	0.061	92.81
2020 02 11 05	0.062	92.45
2020 02 11 06	0.067	91.97
2020 02 11 07	0.075	91.53
2020 02 11 08	0.085	92.02
2020 02 11 09	0.094	92.21
2020 02 11 10	0.1	92.84
2020 02 11 11	0.102	92.99
2020 02 11 12	0.099	93.25
2020 02 11 13	0.094	93.22
2020 02 11 14	0.088	93.24
2020 02 11 15	0.082	93.22
2020 02 11 16	0.079	93.11
2020 02 11 17	0.078	92.67
2020 02 11 18	0.08	92.61
2020 02 11 19	0.083	92.52
2020 02 11 20	0.089	92.36
2020 02 11 21	0.094	92.41
2020 02 11 22	0.096	93.15
2020 02 11 23	0.092	93.29
2020 02 12 00	0.082	93.93
2020 02 12 01	0.069	94.09
2020 02 12 02	0.056	94.7
2020 02 12 03	0.045	94.23
2020 02 12 04	0.037	94.08
2020 02 12 05	0.033	92.26
2020 02 12 06	0.033	91.13
2020 02 12 07	0.034	90.0
2020 02 12 08	0.034	89.45
2020 02 12 09	0.033	89.44
2020 02 12 10	0.029	89.36
2020 02 12 11	0.021	90.01
2020 02 12 12	0.014	87.34
2020 02 12 13	0.008	87.8
2020 02 12 14	0.001	303.25
2020 02 12 15	0.009	280.46
2020 02 12 16	0.013	278.3
2020 02 12 17	0.013	280.14
2020 02 12 18	0.011	283.98
2020 02 12 19	0.005	304.57
2020 02 12 20	0.008	73.79
2020 02 12 21	0.029	87.38
2020 02 12 22	0.05	90.38
2020 02 12 23	0.059	91.61
2020 02 13 00	0.064	92.37
2020 02 13 01	0.064	92.96
2020 02 13 02	0.06	93.76
2020 02 13 03	0.053	94.28
2020 02 13 04	0.043	94.35
2020 02 13 05	0.032	95.29
2020 02 13 06	0.021	94.53
2020 02 13 07	0.014	93.9
2020 02 13 08	0.013	88.6
2020 02 13 09	0.018	88.99
2020 02 13 10	0.025	89.25
2020 02 13 11	0.03	90.0
2020 02 13 12	0.033	90.57
2020 02 13 13	0.037	92.06
2020 02 13 14	0.044	92.15
2020 02 13 15	0.053	92.16
2020 02 13 16	0.056	92.71
2020 02 13 17	0.056	92.71
2020 02 13 18	0.062	92.75
2020 02 13 19	0.065	92.61
2020 02 13 20	0.065	92.61
2020 02 13 21	0.064	92.68
2020 02 13 22	0.06	92.83
2020 02 13 23	0.059	92.87
2020 02 14 00	0.057	93.3
2020 02 14 01	0.053	93.55
2020 02 14 02	0.047	92.8
2020 02 14 03	0.041	92.79
2020 02 14 04	0.034	91.65
2020 02 14 05	0.029	90.64
2020 02 14 06	0.028	90.0
2020 02 14 07	0.029	88.71
2020 02 14 08	0.032	88.85
2020 02 14 09	0.037	88.99
2020 02 14 10	0.043	90.44
2020 02 14 11	0.047	90.8
2020 02 14 12	0.047	91.62
2020 02 14 13	0.038	93.01
2020 02 14 14	0.022	93.41
2020 02 14 15	0.003	100.29
2020 02 14 16	0.014	272.6
2020 02 14 17	0.026	273.61
2020 02 14 18	0.028	276.03
2020 02 14 19	0.023	277.3
2020 02 14 20	0.012	285.46
2020 02 14 21	0.003	36.86
2020 02 14 22	0.012	79.59
2020 02 14 23	0.02	86.21
2020 02 15 00	0.025	87.72
2020 02 15 01	0.028	88.68
2020 02 15 02	0.032	89.41
2020 02 15 03	0.036	91.06
2020 02 15 04	0.039	91.46
2020 02 15 05	0.042	91.35
2020 02 15 06	0.044	91.71
2020 02 15 07	0.044	91.71
2020 02 15 08	0.04	92.36
2020 02 15 09	0.033	91.73
2020 02 15 10	0.023	92.42
2020 02 15 11	0.013	90.0
2020 02 15 12	0.003	90.0
2020 02 15 13	0.001	84.92
2020 02 15 14	0.0	313.61
2020 02 15 15	0.005	86.64
2020 02 15 16	0.011	88.36
2020 02 15 17	0.018	90.01
2020 02 15 18	0.025	90.0
2020 02 15 19	0.032	89.41
2020 02 15 20	0.037	90.52
2020 02 15 21	0.042	90.46
2020 02 15 22	0.045	90.43
2020 02 15 23	0.045	90.85
2020 02 16 00	0.045	90.84
2020 02 16 01	0.046	91.65
2020 02 16 02	0.047	92.01
2020 02 16 03	0.046	92.47
2020 02 16 04	0.044	93.03
2020 02 16 05	0.04	93.3
2020 02 16 06	0.035	93.21
2020 02 16 07	0.031	91.84
2020 02 16 08	0.027	91.4
2020 02 16 09	0.025	90.75
2020 02 16 10	0.026	90.0
2020 02 16 11	0.028	90.0
2020 02 16 12	0.032	90.0
2020 02 16 13	0.037	91.01
2020 02 16 14	0.042	91.34
2020 02 16 15	0.046	91.66
2020 02 16 16	0.048	91.99
2020 02 16 17	0.049	92.32
2020 02 16 18	0.048	92.35
2020 02 16 19	0.048	92.38
2020 02 16 20	0.047	92.01
2020 02 16 21	0.048	91.97
2020 02 16 22	0.054	91.4
2020 02 16 23	0.06	91.9
2020 02 17 00	0.062	92.15
2020 02 17 01	0.066	92.31
2020 02 17 02	0.07	92.45
2020 02 17 03	0.074	92.57
2020 02 17 04	0.076	92.76
2020 02 17 05	0.078	93.17
2020 02 17 06	0.078	93.39
2020 02 17 07	0.079	93.36
2020 02 17 08	0.08	93.32
2020 02 17 09	0.081	93.04
2020 02 17 10	0.084	92.71
2020 02 17 11	0.089	92.57
2020 02 17 12	0.096	92.18
2020 02 17 13	0.103	92.39
2020 02 17 14	0.108	92.29
2020 02 17 15	0.109	92.26
2020 02 17 16	0.108	92.29
2020 02 17 17	0.104	92.57
2020 02 17 18	0.098	92.32
